Date & time of file creation	5/11/2017 9:23 AM							
Data file path	C:\Users\nbalfour\Documents\Banet lab laptop transfer\Swim Tunnel Data\Hopkins\sardine test 3 small tunnel.txt							
								
								
CALIBRATION DATA								
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]
SDWA0003000060      , CH 1	1	59.89	29.23	0.00	100.00	20.91	14.16	0.000
								
								
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWA0003000060      , CH 1 phase [r.U.]	SDWA0003000060      , CH 1 temp [°C]	SDWA0003000060      , CH 1 O2 [mg/L]			
5/11/2017 9:48:01 AM	3577366081	1013.00	30.06	13.72	9.749
5/11/2017 9:48:02 AM	3577366082	1013.00	30.05	13.72	9.757
5/11/2017 9:48:03 AM	3577366083	1013.00	30.06	13.65	9.777
5/11/2017 9:48:04 AM	3577366084	1013.00	30.05	13.76	9.741
5/11/2017 9:48:05 AM	3577366085	1013.00	30.04	13.89	9.698
5/11/2017 9:48:06 AM	3577366086	1013.00	30.05	13.90	9.685
5/11/2017 9:48:07 AM	3577366087	1013.00	30.05	13.83	9.713
5/11/2017 9:48:08 AM	3577366088	1013.00	30.04	13.89	9.698
5/11/2017 9:48:09 AM	3577366089	1013.00	30.05	13.82	9.717
5/11/2017 9:48:10 AM	3577366090	1013.00	30.05	13.74	9.749
5/11/2017 9:48:11 AM	3577366091	1013.00	30.02	13.76	9.768
5/11/2017 9:48:12 AM	3577366092	1013.00	30.05	13.77	9.737
5/11/2017 9:48:13 AM	3577366093	1013.00	30.04	13.73	9.762
5/11/2017 9:48:14 AM	3577366094	1013.00	30.04	13.74	9.758
5/11/2017 9:48:15 AM	3577366095	1013.00	30.05	13.85	9.705
5/11/2017 9:48:16 AM	3577366096	1013.00	30.05	13.93	9.673
5/11/2017 9:48:17 AM	3577366097	1013.00	30.05	13.99	9.650
5/11/2017 9:48:18 AM	3577366098	1013.00	30.04	14.11	9.611
5/11/2017 9:48:19 AM	3577366099	1013.00	30.05	14.10	9.606
5/11/2017 9:48:20 AM	3577366100	1013.00	30.05	13.99	9.650
5/11/2017 9:48:21 AM	3577366101	1013.00	30.04	14.01	9.650
5/11/2017 9:48:22 AM	3577366102	1013.00	30.05	13.95	9.666
5/11/2017 9:48:23 AM	3577366103	1013.00	30.05	13.90	9.685
5/11/2017 9:48:24 AM	3577366104	1013.00	30.03	13.85	9.723
5/11/2017 9:48:25 AM	3577366105	1013.00	30.04	13.87	9.706
5/11/2017 9:48:26 AM	3577366106	1013.00	30.06	13.67	9.769
5/11/2017 9:48:27 AM	3577366107	1013.00	30.06	13.63	9.785
5/11/2017 9:48:28 AM	3577366108	1013.00	30.04	13.60	9.815
5/11/2017 9:48:29 AM	3577366109	1013.00	30.04	13.54	9.839
5/11/2017 9:48:30 AM	3577366110	1013.00	30.06	13.53	9.826
5/11/2017 9:48:31 AM	3577366111	1013.00	30.04	13.51	9.851
5/11/2017 9:48:32 AM	3577366112	1013.00	30.05	13.52	9.838
5/11/2017 9:48:33 AM	3577366113	1013.00	30.04	13.43	9.884
5/11/2017 9:48:34 AM	3577366114	1013.00	30.05	13.45	9.867
5/11/2017 9:48:35 AM	3577366115	1013.00	30.06	13.44	9.862
5/11/2017 9:48:36 AM	3577366116	1013.00	30.05	13.47	9.859
5/11/2017 9:48:37 AM	3577366117	1013.00	30.04	13.53	9.843
5/11/2017 9:48:38 AM	3577366118	1013.00	30.05	13.60	9.806
5/11/2017 9:48:39 AM	3577366119	1013.00	30.05	13.58	9.814
5/11/2017 9:48:40 AM	3577366120	1013.00	30.05	13.49	9.851
5/11/2017 9:48:41 AM	3577366121	1013.00	30.05	13.53	9.834
5/11/2017 9:48:42 AM	3577366122	1013.00	30.05	13.56	9.822
5/11/2017 9:48:43 AM	3577366123	1013.00	30.04	13.54	9.839
5/11/2017 9:48:44 AM	3577366124	1013.00	30.06	13.59	9.801
5/11/2017 9:48:45 AM	3577366125	1013.00	30.05	13.69	9.770
5/11/2017 9:48:46 AM	3577366126	1013.00	30.05	13.67	9.778
5/11/2017 9:48:47 AM	3577366127	1013.00	30.05	13.60	9.806
5/11/2017 9:48:48 AM	3577366128	1013.00	30.05	13.64	9.790
5/11/2017 9:48:49 AM	3577366129	1013.00	30.05	13.69	9.770
5/11/2017 9:48:50 AM	3577366130	1013.00	30.05	13.70	9.766
5/11/2017 9:48:51 AM	3577366131	1013.00	30.02	13.71	9.788
5/11/2017 9:48:52 AM	3577366132	1013.00	30.06	13.71	9.753
5/11/2017 9:48:53 AM	3577366133	1013.00	30.05	13.72	9.757
5/11/2017 9:48:54 AM	3577366134	1013.00	30.05	13.67	9.778
5/11/2017 9:48:55 AM	3577366135	1013.00	30.05	13.57	9.818
5/11/2017 9:48:56 AM	3577366136	1013.00	30.05	13.58	9.814
5/11/2017 9:48:57 AM	3577366137	1013.00	30.04	13.58	9.823
5/11/2017 9:48:58 AM	3577366138	1013.00	30.04	13.66	9.790
5/11/2017 9:48:59 AM	3577366139	1013.00	30.05	13.65	9.786
5/11/2017 9:49:00 AM	3577366140	1013.00	30.06	13.68	9.765
5/11/2017 9:49:01 AM	3577366141	1013.00	30.04	13.66	9.790
5/11/2017 9:49:02 AM	3577366142	1013.00	30.05	13.63	9.794
5/11/2017 9:49:03 AM	3577366143	1013.00	30.06	13.54	9.821
5/11/2017 9:49:04 AM	3577366144	1013.00	30.04	13.55	9.835
5/11/2017 9:49:05 AM	3577366145	1013.00	30.04	13.59	9.819
5/11/2017 9:49:06 AM	3577366146	1013.00	30.04	13.62	9.807
5/11/2017 9:49:07 AM	3577366147	1013.00	30.02	13.58	9.840
5/11/2017 9:49:08 AM	3577366148	1013.00	30.04	13.55	9.835
5/11/2017 9:49:09 AM	3577366149	1013.00	30.05	13.62	9.798
5/11/2017 9:49:10 AM	3577366150	1013.00	30.05	13.62	9.798
5/11/2017 9:49:11 AM	3577366151	1013.00	30.06	13.60	9.797
5/11/2017 9:49:12 AM	3577366152	1013.00	30.05	13.65	9.786
5/11/2017 9:49:13 AM	3577366153	1013.00	30.06	13.67	9.769
5/11/2017 9:49:14 AM	3577366154	1013.00	30.03	13.59	9.827
5/11/2017 9:49:15 AM	3577366155	1013.00	30.05	13.59	9.810
5/11/2017 9:49:16 AM	3577366156	1013.00	30.03	13.57	9.836
5/11/2017 9:49:17 AM	3577366157	1013.00	30.04	13.62	9.807
5/11/2017 9:49:18 AM	3577366158	1013.00	30.06	13.65	9.777
5/11/2017 9:49:19 AM	3577366159	1013.00	30.06	13.67	9.769
5/11/2017 9:49:20 AM	3577366160	1013.00	30.06	13.65	9.777
5/11/2017 9:49:21 AM	3577366161	1013.00	30.04	13.65	9.794
5/11/2017 9:49:22 AM	3577366162	1013.00	30.04	13.62	9.807
5/11/2017 9:49:23 AM	3577366163	1013.00	30.04	13.64	9.798
5/11/2017 9:49:24 AM	3577366164	1013.00	30.06	13.58	9.805
5/11/2017 9:49:25 AM	3577366165	1013.00	30.06	13.63	9.785
5/11/2017 9:49:26 AM	3577366166	1013.00	30.05	13.67	9.778
5/11/2017 9:49:27 AM	3577366167	1013.00	30.04	13.69	9.778
5/11/2017 9:49:28 AM	3577366168	1013.00	30.05	13.67	9.778
5/11/2017 9:49:29 AM	3577366169	1013.00	30.05	13.69	9.770
5/11/2017 9:49:30 AM	3577366170	1013.00	30.06	13.62	9.789
5/11/2017 9:49:31 AM	3577366171	1013.00	30.04	13.62	9.807
5/11/2017 9:49:32 AM	3577366172	1013.00	30.05	13.54	9.830
5/11/2017 9:49:33 AM	3577366173	1013.00	30.05	13.54	9.830
5/11/2017 9:49:34 AM	3577366174	1013.00	30.07	13.55	9.809
5/11/2017 9:49:35 AM	3577366175	1013.00	30.05	13.53	9.834
5/11/2017 9:49:36 AM	3577366176	1013.00	30.03	13.48	9.872
5/11/2017 9:49:37 AM	3577366177	1013.00	30.04	13.54	9.839
5/11/2017 9:49:38 AM	3577366178	1013.00	30.05	13.53	9.834
5/11/2017 9:49:39 AM	3577366179	1013.00	30.05	13.49	9.851
5/11/2017 9:49:40 AM	3577366180	1013.00	30.05	13.57	9.818
5/11/2017 9:49:41 AM	3577366181	1013.00	30.04	13.61	9.811
5/11/2017 9:49:42 AM	3577366182	1013.00	30.03	13.58	9.832
5/11/2017 9:49:43 AM	3577366183	1013.00	30.03	13.57	9.836
5/11/2017 9:49:44 AM	3577366184	1013.00	30.06	13.67	9.769
5/11/2017 9:49:45 AM	3577366185	1013.00	30.05	13.68	9.774
5/11/2017 9:49:46 AM	3577366186	1013.00	30.04	13.53	9.843
5/11/2017 9:49:47 AM	3577366187	1013.00	30.04	13.49	9.859
5/11/2017 9:49:48 AM	3577366188	1013.00	30.05	13.43	9.875
5/11/2017 9:49:49 AM	3577366189	1013.00	30.05	13.39	9.891
5/11/2017 9:49:50 AM	3577366190	1013.00	30.03	13.38	9.913
5/11/2017 9:49:51 AM	3577366191	1013.00	30.06	13.50	9.838
5/11/2017 9:49:52 AM	3577366192	1013.00	30.05	13.57	9.818
5/11/2017 9:49:53 AM	3577366193	1013.00	30.06	13.58	9.805
5/11/2017 9:49:54 AM	3577366194	1013.00	30.04	13.64	9.798
5/11/2017 9:49:55 AM	3577366195	1013.00	30.04	13.63	9.803
5/11/2017 9:49:56 AM	3577366196	1013.00	30.05	13.62	9.798
5/11/2017 9:49:57 AM	3577366197	1013.00	30.05	13.60	9.806
5/11/2017 9:49:58 AM	3577366198	1013.00	30.05	13.71	9.761
5/11/2017 9:49:59 AM	3577366199	1013.00	30.04	13.67	9.786
5/11/2017 9:50:00 AM	3577366200	1013.00	30.05	13.58	9.814
5/11/2017 9:50:01 AM	3577366201	1013.00	30.06	13.54	9.821
5/11/2017 9:50:02 AM	3577366202	1013.00	30.05	13.63	9.794
5/11/2017 9:50:03 AM	3577366203	1013.00	30.06	13.65	9.777
5/11/2017 9:50:04 AM	3577366204	1013.00	30.06	13.56	9.813
5/11/2017 9:50:05 AM	3577366205	1013.00	30.05	13.60	9.806
5/11/2017 9:50:06 AM	3577366206	1013.00	30.05	13.64	9.790
5/11/2017 9:50:07 AM	3577366207	1013.00	30.05	13.52	9.838
5/11/2017 9:50:08 AM	3577366208	1013.00	30.03	13.47	9.876
5/11/2017 9:50:09 AM	3577366209	1013.00	30.05	13.45	9.867
5/11/2017 9:50:10 AM	3577366210	1013.00	30.02	13.39	9.918
5/11/2017 9:50:11 AM	3577366211	1013.00	30.05	13.46	9.863
5/11/2017 9:50:12 AM	3577366212	1013.00	30.05	13.47	9.859
5/11/2017 9:50:13 AM	3577366213	1013.00	30.07	13.52	9.821
5/11/2017 9:50:14 AM	3577366214	1013.00	30.04	13.56	9.831
5/11/2017 9:50:15 AM	3577366215	1013.00	30.04	13.59	9.819
5/11/2017 9:50:16 AM	3577366216	1013.00	30.06	13.50	9.838
5/11/2017 9:50:17 AM	3577366217	1013.00	30.05	13.55	9.826
5/11/2017 9:50:18 AM	3577366218	1013.00	30.05	13.54	9.830
5/11/2017 9:50:19 AM	3577366219	1013.00	30.05	13.52	9.838
5/11/2017 9:50:20 AM	3577366220	1013.00	30.09	13.66	9.747
5/11/2017 9:50:21 AM	3577366221	1013.00	30.05	13.71	9.761
5/11/2017 9:50:22 AM	3577366222	1013.00	30.05	13.67	9.778
5/11/2017 9:50:23 AM	3577366223	1013.00	30.04	13.72	9.766
5/11/2017 9:50:24 AM	3577366224	1013.00	30.05	13.71	9.761
5/11/2017 9:50:25 AM	3577366225	1013.00	30.07	13.59	9.792
5/11/2017 9:50:26 AM	3577366226	1013.00	30.05	13.54	9.830
5/11/2017 9:50:27 AM	3577366227	1013.00	30.05	13.58	9.814
5/11/2017 9:50:28 AM	3577366228	1013.00	30.06	13.45	9.858
5/11/2017 9:50:29 AM	3577366229	1013.00	30.06	13.53	9.826
5/11/2017 9:50:30 AM	3577366230	1013.00	30.05	13.62	9.798
5/11/2017 9:50:31 AM	3577366231	1013.00	30.05	13.65	9.786
5/11/2017 9:50:32 AM	3577366232	1013.00	30.05	13.61	9.802
5/11/2017 9:50:33 AM	3577366233	1013.00	30.03	13.59	9.827
5/11/2017 9:50:34 AM	3577366234	1013.00	30.05	13.52	9.838
5/11/2017 9:50:35 AM	3577366235	1013.00	30.05	13.53	9.834
5/11/2017 9:50:36 AM	3577366236	1013.00	30.06	13.45	9.858
5/11/2017 9:50:37 AM	3577366237	1013.00	30.05	13.40	9.887
5/11/2017 9:50:38 AM	3577366238	1013.00	30.06	13.40	9.878
5/11/2017 9:50:39 AM	3577366239	1013.00	30.06	13.45	9.858
5/11/2017 9:50:40 AM	3577366240	1013.00	30.05	13.39	9.891
5/11/2017 9:50:41 AM	3577366241	1013.00	30.05	13.47	9.859
5/11/2017 9:50:42 AM	3577366242	1013.00	30.04	13.54	9.839
5/11/2017 9:50:43 AM	3577366243	1013.00	30.06	13.63	9.785
5/11/2017 9:50:44 AM	3577366244	1013.00	30.04	13.58	9.823
5/11/2017 9:50:45 AM	3577366245	1013.00	30.05	13.62	9.798
5/11/2017 9:50:46 AM	3577366246	1013.00	30.05	13.63	9.794
5/11/2017 9:50:47 AM	3577366247	1013.00	30.03	13.62	9.815
5/11/2017 9:50:48 AM	3577366248	1013.00	30.04	13.56	9.831
5/11/2017 9:50:49 AM	3577366249	1013.00	30.06	13.60	9.797
5/11/2017 9:50:50 AM	3577366250	1013.00	30.05	13.62	9.798
5/11/2017 9:50:51 AM	3577366251	1013.00	30.04	13.68	9.782
5/11/2017 9:50:52 AM	3577366252	1013.00	30.04	13.63	9.803
5/11/2017 9:50:53 AM	3577366253	1013.00	30.04	13.57	9.827
5/11/2017 9:50:54 AM	3577366254	1013.00	30.04	13.44	9.880
5/11/2017 9:50:55 AM	3577366255	1013.00	30.03	13.33	9.934
5/11/2017 9:50:56 AM	3577366256	1013.00	30.04	13.30	9.937
5/11/2017 9:50:57 AM	3577366257	1013.00	30.04	13.28	9.945
5/11/2017 9:50:58 AM	3577366258	1013.00	30.05	13.37	9.900
5/11/2017 9:50:59 AM	3577366259	1013.00	30.04	13.59	9.819
5/11/2017 9:51:00 AM	3577366260	1013.00	30.02	13.59	9.836
5/11/2017 9:51:01 AM	3577366261	1013.00	30.03	13.62	9.815
5/11/2017 9:51:02 AM	3577366262	1013.00	30.06	13.57	9.809
5/11/2017 9:51:03 AM	3577366263	1013.00	30.04	13.55	9.835
5/11/2017 9:51:04 AM	3577366264	1013.00	30.04	13.44	9.880
5/11/2017 9:51:05 AM	3577366265	1013.00	30.04	13.54	9.839
5/11/2017 9:51:06 AM	3577366266	1013.00	30.05	13.46	9.863
5/11/2017 9:51:07 AM	3577366267	1013.00	30.05	13.49	9.851
5/11/2017 9:51:08 AM	3577366268	1013.00	30.05	13.43	9.875
5/11/2017 9:51:09 AM	3577366269	1013.00	30.05	13.47	9.859
5/11/2017 9:51:10 AM	3577366270	1013.00	30.03	13.47	9.876
5/11/2017 9:51:11 AM	3577366271	1013.00	30.04	13.46	9.872
5/11/2017 9:51:12 AM	3577366272	1013.00	30.05	13.44	9.871
5/11/2017 9:51:13 AM	3577366273	1013.00	30.05	13.56	9.822
5/11/2017 9:51:14 AM	3577366274	1013.00	30.05	13.55	9.826
5/11/2017 9:51:15 AM	3577366275	1013.00	30.03	13.57	9.836
5/11/2017 9:51:16 AM	3577366276	1013.00	30.03	13.64	9.807
5/11/2017 9:51:17 AM	3577366277	1013.00	30.05	13.80	9.725
5/11/2017 9:51:18 AM	3577366278	1013.00	30.05	13.74	9.749
5/11/2017 9:51:19 AM	3577366279	1013.00	30.05	13.72	9.757
5/11/2017 9:51:20 AM	3577366280	1013.00	30.05	13.69	9.770
5/11/2017 9:51:21 AM	3577366281	1013.00	30.05	13.63	9.794
5/11/2017 9:51:22 AM	3577366282	1013.00	30.05	13.65	9.786
5/11/2017 9:51:23 AM	3577366283	1013.00	30.04	13.66	9.790
5/11/2017 9:51:24 AM	3577366284	1013.00	30.04	13.70	9.774
5/11/2017 9:51:25 AM	3577366285	1013.00	30.03	13.59	9.827
5/11/2017 9:51:26 AM	3577366286	1013.00	30.05	13.60	9.806
5/11/2017 9:51:27 AM	3577366287	1013.00	30.04	13.56	9.831
5/11/2017 9:51:28 AM	3577366288	1013.00	30.04	13.59	9.819
5/11/2017 9:51:29 AM	3577366289	1013.00	30.05	13.55	9.826
5/11/2017 9:51:30 AM	3577366290	1013.00	30.06	13.75	9.737
5/11/2017 9:51:31 AM	3577366291	1013.00	30.03	13.75	9.763
5/11/2017 9:51:32 AM	3577366292	1013.00	30.05	13.71	9.761
5/11/2017 9:51:33 AM	3577366293	1013.00	30.04	13.69	9.778
5/11/2017 9:51:34 AM	3577366294	1013.00	30.05	13.63	9.794
5/11/2017 9:51:35 AM	3577366295	1013.00	30.07	13.53	9.817
5/11/2017 9:51:36 AM	3577366296	1013.00	30.05	13.55	9.826
5/11/2017 9:51:37 AM	3577366297	1013.00	30.05	13.58	9.814
5/11/2017 9:51:38 AM	3577366298	1013.00	30.05	13.59	9.810
5/11/2017 9:51:39 AM	3577366299	1013.00	30.03	13.62	9.815
5/11/2017 9:51:40 AM	3577366300	1013.00	30.05	13.56	9.822
5/11/2017 9:51:41 AM	3577366301	1013.00	30.04	13.56	9.831
5/11/2017 9:51:42 AM	3577366302	1013.00	30.04	13.55	9.835
5/11/2017 9:51:43 AM	3577366303	1013.00	30.05	13.53	9.834
5/11/2017 9:51:44 AM	3577366304	1013.00	30.05	13.56	9.822
5/11/2017 9:51:45 AM	3577366305	1013.00	30.05	13.67	9.778
5/11/2017 9:51:46 AM	3577366306	1013.00	30.04	13.57	9.827
5/11/2017 9:51:47 AM	3577366307	1013.00	30.06	13.61	9.793
5/11/2017 9:51:48 AM	3577366308	1013.00	30.05	13.56	9.822
5/11/2017 9:51:49 AM	3577366309	1013.00	30.04	13.58	9.823
5/11/2017 9:51:50 AM	3577366310	1013.00	30.05	13.59	9.810
5/11/2017 9:51:51 AM	3577366311	1013.00	30.04	13.74	9.758
5/11/2017 9:51:52 AM	3577366312	1013.00	30.06	13.68	9.765
5/11/2017 9:51:53 AM	3577366313	1013.00	30.05	13.75	9.745
5/11/2017 9:51:54 AM	3577366314	1013.00	30.06	13.72	9.749
5/11/2017 9:51:55 AM	3577366315	1013.00	30.04	13.67	9.786
5/11/2017 9:51:56 AM	3577366316	1013.00	30.04	13.55	9.835
5/11/2017 9:51:57 AM	3577366317	1013.00	30.06	13.56	9.813
5/11/2017 9:51:58 AM	3577366318	1013.00	30.03	13.49	9.868
5/11/2017 9:51:59 AM	3577366319	1013.00	30.06	13.55	9.817
5/11/2017 9:52:00 AM	3577366320	1013.00	30.06	13.54	9.821
5/11/2017 9:52:01 AM	3577366321	1013.00	30.04	13.65	9.794
5/11/2017 9:52:02 AM	3577366322	1013.00	30.04	13.59	9.819
5/11/2017 9:52:03 AM	3577366323	1013.00	30.05	13.71	9.761
5/11/2017 9:52:04 AM	3577366324	1013.00	30.05	13.56	9.822
5/11/2017 9:52:05 AM	3577366325	1013.00	30.04	13.61	9.811
5/11/2017 9:52:06 AM	3577366326	1013.00	30.04	13.52	9.847
5/11/2017 9:52:07 AM	3577366327	1013.00	30.04	13.59	9.819
5/11/2017 9:52:08 AM	3577366328	1013.00	30.05	13.49	9.851
5/11/2017 9:52:09 AM	3577366329	1013.00	30.04	13.66	9.790
5/11/2017 9:52:10 AM	3577366330	1013.00	30.04	13.56	9.831
5/11/2017 9:52:11 AM	3577366331	1013.00	30.04	13.51	9.851
5/11/2017 9:52:12 AM	3577366332	1013.00	30.05	13.39	9.891
5/11/2017 9:52:13 AM	3577366333	1013.00	30.05	13.39	9.891
5/11/2017 9:52:14 AM	3577366334	1013.00	30.05	13.23	9.957
5/11/2017 9:52:15 AM	3577366335	1013.00	30.05	13.31	9.924
5/11/2017 9:52:16 AM	3577366336	1013.00	30.05	13.42	9.879
5/11/2017 9:52:17 AM	3577366337	1013.00	30.04	13.48	9.863
5/11/2017 9:52:18 AM	3577366338	1013.00	30.03	13.53	9.852
5/11/2017 9:52:19 AM	3577366339	1013.00	30.03	13.61	9.819
5/11/2017 9:52:20 AM	3577366340	1013.00	30.04	13.59	9.819
5/11/2017 9:52:21 AM	3577366341	1013.00	30.07	13.53	9.817
5/11/2017 9:52:22 AM	3577366342	1013.00	30.05	13.55	9.826
5/11/2017 9:52:23 AM	3577366343	1013.00	30.04	13.57	9.827
5/11/2017 9:52:24 AM	3577366344	1013.00	30.04	13.50	9.855
5/11/2017 9:52:25 AM	3577366345	1013.00	30.06	13.46	9.854
5/11/2017 9:52:26 AM	3577366346	1013.00	30.05	13.49	9.851
5/11/2017 9:52:27 AM	3577366347	1013.00	30.05	13.57	9.818
5/11/2017 9:52:28 AM	3577366348	1013.00	30.05	13.49	9.851
5/11/2017 9:52:29 AM	3577366349	1013.00	30.05	13.64	9.790
5/11/2017 9:52:30 AM	3577366350	1013.00	30.05	13.75	9.745
5/11/2017 9:52:31 AM	3577366351	1013.00	30.04	13.82	9.726
5/11/2017 9:52:32 AM	3577366352	1013.00	30.06	13.78	9.725
5/11/2017 9:52:33 AM	3577366353	1013.00	30.04	13.84	9.718
5/11/2017 9:52:34 AM	3577366354	1013.00	30.05	13.79	9.729
5/11/2017 9:52:35 AM	3577366355	1013.00	30.06	13.78	9.725
5/11/2017 9:52:36 AM	3577366356	1013.00	30.04	13.71	9.770
5/11/2017 9:52:37 AM	3577366357	1013.00	30.05	13.61	9.802
5/11/2017 9:52:38 AM	3577366358	1013.00	30.03	13.58	9.832
5/11/2017 9:52:39 AM	3577366359	1013.00	30.03	13.49	9.868
5/11/2017 9:52:40 AM	3577366360	1013.00	30.05	13.36	9.904
5/11/2017 9:52:41 AM	3577366361	1013.00	30.05	13.36	9.904
5/11/2017 9:52:42 AM	3577366362	1013.00	30.05	13.43	9.875
5/11/2017 9:52:43 AM	3577366363	1013.00	30.06	13.45	9.858
5/11/2017 9:52:44 AM	3577366364	1013.00	30.05	13.48	9.855
5/11/2017 9:52:45 AM	3577366365	1013.00	30.06	13.57	9.809
5/11/2017 9:52:46 AM	3577366366	1013.00	30.09	13.59	9.775
5/11/2017 9:52:47 AM	3577366367	1013.00	30.06	13.57	9.809
5/11/2017 9:52:48 AM	3577366368	1013.00	30.05	13.58	9.814
5/11/2017 9:52:49 AM	3577366369	1013.00	30.05	13.64	9.790
5/11/2017 9:52:50 AM	3577366370	1013.00	30.05	13.64	9.790
5/11/2017 9:52:51 AM	3577366371	1013.00	30.06	13.57	9.809
5/11/2017 9:52:52 AM	3577366372	1013.00	30.04	13.60	9.815
5/11/2017 9:52:53 AM	3577366373	1013.00	30.07	13.56	9.805
5/11/2017 9:52:54 AM	3577366374	1013.00	30.06	13.49	9.842
5/11/2017 9:52:55 AM	3577366375	1013.00	30.05	13.46	9.863
5/11/2017 9:52:56 AM	3577366376	1013.00	30.06	13.49	9.842
5/11/2017 9:52:57 AM	3577366377	1013.00	30.07	13.50	9.829
5/11/2017 9:52:58 AM	3577366378	1013.00	30.05	13.47	9.859
5/11/2017 9:52:59 AM	3577366379	1013.00	30.06	13.53	9.826
5/11/2017 9:53:00 AM	3577366380	1013.00	30.05	13.57	9.818
5/11/2017 9:53:01 AM	3577366381	1013.00	30.05	13.55	9.826
5/11/2017 9:53:02 AM	3577366382	1013.00	30.07	13.51	9.825
5/11/2017 9:53:03 AM	3577366383	1013.00	30.06	13.53	9.826
5/11/2017 9:53:04 AM	3577366384	1013.00	30.04	13.53	9.843
5/11/2017 9:53:05 AM	3577366385	1013.00	30.05	13.61	9.802
5/11/2017 9:53:06 AM	3577366386	1013.00	30.05	13.63	9.794
5/11/2017 9:53:07 AM	3577366387	1013.00	30.04	13.65	9.794
5/11/2017 9:53:08 AM	3577366388	1013.00	30.06	13.68	9.765
5/11/2017 9:53:09 AM	3577366389	1013.00	30.05	13.57	9.818
5/11/2017 9:53:10 AM	3577366390	1013.00	30.07	13.48	9.837
5/11/2017 9:53:11 AM	3577366391	1013.00	30.05	13.48	9.855
5/11/2017 9:53:12 AM	3577366392	1013.00	30.06	13.46	9.854
5/11/2017 9:53:13 AM	3577366393	1013.00	30.08	13.39	9.865
5/11/2017 9:53:14 AM	3577366394	1013.00	30.07	13.47	9.841
5/11/2017 9:53:15 AM	3577366395	1013.00	30.06	13.45	9.858
5/11/2017 9:53:16 AM	3577366396	1013.00	30.07	13.46	9.845
5/11/2017 9:53:17 AM	3577366397	1013.00	30.06	13.47	9.850
5/11/2017 9:53:18 AM	3577366398	1013.00	30.07	13.52	9.821
5/11/2017 9:53:19 AM	3577366399	1013.00	30.05	13.47	9.859
5/11/2017 9:53:20 AM	3577366400	1013.00	30.05	13.56	9.822
5/11/2017 9:53:21 AM	3577366401	1013.00	30.05	13.55	9.826
5/11/2017 9:53:22 AM	3577366402	1013.00	30.07	13.54	9.813
5/11/2017 9:53:23 AM	3577366403	1013.00	30.06	13.49	9.842
5/11/2017 9:53:24 AM	3577366404	1013.00	30.06	13.49	9.842
5/11/2017 9:53:25 AM	3577366405	1013.00	30.06	13.47	9.850
5/11/2017 9:53:26 AM	3577366406	1013.00	30.06	13.52	9.830
5/11/2017 9:53:27 AM	3577366407	1013.00	30.05	13.50	9.846
5/11/2017 9:53:28 AM	3577366408	1013.00	30.06	13.58	9.805
5/11/2017 9:53:29 AM	3577366409	1013.00	30.06	13.51	9.834
5/11/2017 9:53:30 AM	3577366410	1013.00	30.06	13.43	9.866
5/11/2017 9:53:31 AM	3577366411	1013.00	30.07	13.29	9.915
5/11/2017 9:53:32 AM	3577366412	1013.00	30.06	13.35	9.899
5/11/2017 9:53:33 AM	3577366413	1013.00	30.07	13.35	9.890
5/11/2017 9:53:34 AM	3577366414	1013.00	30.05	13.40	9.887
5/11/2017 9:53:35 AM	3577366415	1013.00	30.05	13.47	9.859
5/11/2017 9:53:36 AM	3577366416	1013.00	30.06	13.57	9.809
5/11/2017 9:53:37 AM	3577366417	1013.00	30.05	13.69	9.770
5/11/2017 9:53:38 AM	3577366418	1013.00	30.06	13.73	9.745
5/11/2017 9:53:39 AM	3577366419	1013.00	30.06	13.78	9.725
5/11/2017 9:53:40 AM	3577366420	1013.00	30.07	13.70	9.748
5/11/2017 9:53:41 AM	3577366421	1013.00	30.06	13.64	9.781
5/11/2017 9:53:42 AM	3577366422	1013.00	30.06	13.48	9.846
5/11/2017 9:53:43 AM	3577366423	1013.00	30.05	13.42	9.879
5/11/2017 9:53:44 AM	3577366424	1013.00	30.06	13.45	9.858
5/11/2017 9:53:45 AM	3577366425	1013.00	30.04	13.56	9.831
5/11/2017 9:53:46 AM	3577366426	1013.00	30.04	13.60	9.815
5/11/2017 9:53:47 AM	3577366427	1013.00	30.06	13.57	9.809
5/11/2017 9:53:48 AM	3577366428	1013.00	30.07	13.58	9.797
5/11/2017 9:53:49 AM	3577366429	1013.00	30.07	13.54	9.813
5/11/2017 9:53:50 AM	3577366430	1013.00	30.06	13.46	9.854
5/11/2017 9:53:51 AM	3577366431	1013.00	30.07	13.48	9.837
5/11/2017 9:53:52 AM	3577366432	1013.00	30.06	13.48	9.846
5/11/2017 9:53:53 AM	3577366433	1013.00	30.07	13.51	9.825
5/11/2017 9:53:54 AM	3577366434	1013.00	30.06	13.47	9.850
5/11/2017 9:53:55 AM	3577366435	1013.00	30.06	13.55	9.817
5/11/2017 9:53:56 AM	3577366436	1013.00	30.07	13.56	9.805
5/11/2017 9:53:57 AM	3577366437	1013.00	30.08	13.63	9.768
5/11/2017 9:53:58 AM	3577366438	1013.00	30.07	13.52	9.821
