Date & time of file creation	5/11/2017 9:23 AM							
Data file path	C:\Users\nbalfour\Documents\Banet lab laptop transfer\Swim Tunnel Data\Hopkins\sardine test 3 small tunnel.txt							
								
								
CALIBRATION DATA								
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]
SDWA0003000060      , CH 1	1	59.89	29.23	0.00	100.00	20.91	14.16	0.000
								
								
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWA0003000060      , CH 1 phase [r.U.]	SDWA0003000060      , CH 1 temp [°C]	SDWA0003000060      , CH 1 O2 [mg/L]			
5/11/2017 9:24:04 AM	3577364644	1013.00	29.58	14.01	10.056
5/11/2017 9:24:05 AM	3577364645	1013.00	29.58	14.11	10.015
5/11/2017 9:24:06 AM	3577364646	1013.00	29.57	14.14	10.012
5/11/2017 9:24:07 AM	3577364647	1013.00	29.59	14.06	10.027
5/11/2017 9:24:08 AM	3577364648	1013.00	29.58	14.07	10.032
5/11/2017 9:24:09 AM	3577364649	1013.00	29.58	13.97	10.073
5/11/2017 9:24:10 AM	3577364650	1013.00	29.59	13.85	10.114
5/11/2017 9:24:11 AM	3577364651	1013.00	29.59	13.85	10.114
5/11/2017 9:24:12 AM	3577364652	1013.00	29.58	13.90	10.102
5/11/2017 9:24:13 AM	3577364653	1013.00	29.59	13.94	10.076
5/11/2017 9:24:14 AM	3577364654	1013.00	29.60	14.04	10.026
5/11/2017 9:24:15 AM	3577364655	1013.00	29.57	14.07	10.041
5/11/2017 9:24:16 AM	3577364656	1013.00	29.59	14.04	10.035
5/11/2017 9:24:17 AM	3577364657	1013.00	29.59	14.10	10.010
5/11/2017 9:24:18 AM	3577364658	1013.00	29.59	14.08	10.018
5/11/2017 9:24:19 AM	3577364659	1013.00	29.57	14.05	10.049
5/11/2017 9:24:20 AM	3577364660	1013.00	29.58	14.09	10.023
5/11/2017 9:24:21 AM	3577364661	1013.00	29.57	14.10	10.028
5/11/2017 9:24:22 AM	3577364662	1013.00	29.58	13.97	10.073
5/11/2017 9:24:23 AM	3577364663	1013.00	29.59	13.92	10.084
5/11/2017 9:24:24 AM	3577364664	1013.00	29.60	13.88	10.092
5/11/2017 9:24:25 AM	3577364665	1013.00	29.59	13.91	10.089
5/11/2017 9:24:26 AM	3577364666	1013.00	29.58	13.87	10.114
5/11/2017 9:24:27 AM	3577364667	1013.00	29.60	13.94	10.067
5/11/2017 9:24:28 AM	3577364668	1013.00	29.59	13.90	10.093
5/11/2017 9:24:29 AM	3577364669	1013.00	29.56	13.92	10.112
5/11/2017 9:24:30 AM	3577364670	1013.00	29.58	13.85	10.123
5/11/2017 9:24:31 AM	3577364671	1013.00	29.59	13.84	10.118
5/11/2017 9:24:32 AM	3577364672	1013.00	29.60	13.81	10.121
5/11/2017 9:24:33 AM	3577364673	1013.00	29.60	13.84	10.109
5/11/2017 9:24:34 AM	3577364674	1013.00	29.60	13.88	10.092
5/11/2017 9:24:35 AM	3577364675	1013.00	29.58	13.85	10.123
5/11/2017 9:24:36 AM	3577364676	1013.00	29.60	13.92	10.075
5/11/2017 9:24:37 AM	3577364677	1013.00	29.61	13.91	10.070
5/11/2017 9:24:38 AM	3577364678	1013.00	29.59	13.87	10.105
5/11/2017 9:24:39 AM	3577364679	1013.00	29.59	13.84	10.118
5/11/2017 9:24:40 AM	3577364680	1013.00	29.60	13.88	10.092
5/11/2017 9:24:41 AM	3577364681	1013.00	29.60	13.86	10.100
5/11/2017 9:24:42 AM	3577364682	1013.00	29.59	13.88	10.101
5/11/2017 9:24:43 AM	3577364683	1013.00	29.60	13.95	10.063
5/11/2017 9:24:44 AM	3577364684	1013.00	29.60	13.98	10.051
5/11/2017 9:24:45 AM	3577364685	1013.00	29.60	13.94	10.067
5/11/2017 9:24:46 AM	3577364686	1013.00	29.60	13.94	10.067
5/11/2017 9:24:47 AM	3577364687	1013.00	29.58	13.96	10.077
5/11/2017 9:24:48 AM	3577364688	1013.00	29.60	13.92	10.075
5/11/2017 9:24:49 AM	3577364689	1013.00	29.59	13.94	10.076
5/11/2017 9:24:50 AM	3577364690	1013.00	29.59	13.98	10.060
5/11/2017 9:24:51 AM	3577364691	1013.00	29.60	13.91	10.080
5/11/2017 9:24:52 AM	3577364692	1013.00	29.60	13.90	10.084
5/11/2017 9:24:53 AM	3577364693	1013.00	29.61	13.90	10.075
5/11/2017 9:24:54 AM	3577364694	1013.00	29.61	13.88	10.083
5/11/2017 9:24:55 AM	3577364695	1013.00	29.59	13.91	10.089
5/11/2017 9:24:56 AM	3577364696	1013.00	29.61	14.03	10.021
5/11/2017 9:24:57 AM	3577364697	1013.00	29.62	14.10	9.983
5/11/2017 9:24:58 AM	3577364698	1013.00	29.61	13.99	10.037
5/11/2017 9:24:59 AM	3577364699	1013.00	29.60	14.07	10.014
5/11/2017 9:25:00 AM	3577364700	1013.00	29.61	13.95	10.054
5/11/2017 9:25:01 AM	3577364701	1013.00	29.60	13.88	10.092
5/11/2017 9:25:02 AM	3577364702	1013.00	29.61	13.82	10.108
5/11/2017 9:25:03 AM	3577364703	1013.00	29.61	13.95	10.054
5/11/2017 9:25:04 AM	3577364704	1013.00	29.60	13.88	10.092
5/11/2017 9:25:05 AM	3577364705	1013.00	29.61	13.96	10.050
5/11/2017 9:25:06 AM	3577364706	1013.00	29.60	13.91	10.080
5/11/2017 9:25:07 AM	3577364707	1013.00	29.62	13.94	10.049
5/11/2017 9:25:08 AM	3577364708	1013.00	29.62	13.90	10.066
5/11/2017 9:25:09 AM	3577364709	1013.00	29.62	13.83	10.095
5/11/2017 9:25:10 AM	3577364710	1013.00	29.61	13.87	10.087
5/11/2017 9:25:11 AM	3577364711	1013.00	29.60	13.94	10.067
5/11/2017 9:25:12 AM	3577364712	1013.00	29.60	13.88	10.092
5/11/2017 9:25:13 AM	3577364713	1013.00	29.61	13.97	10.046
5/11/2017 9:25:14 AM	3577364714	1013.00	29.63	13.95	10.036
5/11/2017 9:25:15 AM	3577364715	1013.00	29.62	13.93	10.053
5/11/2017 9:25:16 AM	3577364716	1013.00	29.61	13.93	10.062
5/11/2017 9:25:17 AM	3577364717	1013.00	29.62	13.97	10.037
5/11/2017 9:25:18 AM	3577364718	1013.00	29.62	13.89	10.070
5/11/2017 9:25:19 AM	3577364719	1013.00	29.61	13.88	10.083
5/11/2017 9:25:20 AM	3577364720	1013.00	29.62	13.83	10.095
5/11/2017 9:25:21 AM	3577364721	1013.00	29.61	13.76	10.133
5/11/2017 9:25:22 AM	3577364722	1013.00	29.62	13.73	10.136
5/11/2017 9:25:23 AM	3577364723	1013.00	29.62	13.72	10.140
5/11/2017 9:25:24 AM	3577364724	1013.00	29.63	13.83	10.086
5/11/2017 9:25:25 AM	3577364725	1013.00	29.62	13.86	10.082
5/11/2017 9:25:26 AM	3577364726	1013.00	29.62	13.95	10.045
5/11/2017 9:25:27 AM	3577364727	1013.00	29.63	13.94	10.040
5/11/2017 9:25:28 AM	3577364728	1013.00	29.63	13.95	10.036
5/11/2017 9:25:29 AM	3577364729	1013.00	29.64	13.96	10.023
5/11/2017 9:25:30 AM	3577364730	1013.00	29.63	13.89	10.061
5/11/2017 9:25:31 AM	3577364731	1013.00	29.63	13.83	10.086
5/11/2017 9:25:32 AM	3577364732	1013.00	29.62	13.80	10.107
5/11/2017 9:25:33 AM	3577364733	1013.00	29.62	13.76	10.124
5/11/2017 9:25:34 AM	3577364734	1013.00	29.63	13.72	10.131
5/11/2017 9:25:35 AM	3577364735	1013.00	29.62	13.78	10.115
5/11/2017 9:25:36 AM	3577364736	1013.00	29.62	13.83	10.095
5/11/2017 9:25:37 AM	3577364737	1013.00	29.62	13.84	10.090
5/11/2017 9:25:38 AM	3577364738	1013.00	29.62	13.91	10.061
5/11/2017 9:25:39 AM	3577364739	1013.00	29.62	13.86	10.082
5/11/2017 9:25:40 AM	3577364740	1013.00	29.64	13.89	10.052
5/11/2017 9:25:41 AM	3577364741	1013.00	29.63	13.83	10.086
5/11/2017 9:25:42 AM	3577364742	1013.00	29.64	13.93	10.035
5/11/2017 9:25:43 AM	3577364743	1013.00	29.65	13.90	10.038
5/11/2017 9:25:44 AM	3577364744	1013.00	29.62	14.00	10.024
5/11/2017 9:25:45 AM	3577364745	1013.00	29.63	13.96	10.032
5/11/2017 9:25:46 AM	3577364746	1013.00	29.62	13.93	10.053
5/11/2017 9:25:47 AM	3577364747	1013.00	29.65	13.95	10.018
5/11/2017 9:25:48 AM	3577364748	1013.00	29.61	13.89	10.079
5/11/2017 9:25:49 AM	3577364749	1013.00	29.63	13.88	10.065
5/11/2017 9:25:50 AM	3577364750	1013.00	29.65	13.93	10.026
5/11/2017 9:25:51 AM	3577364751	1013.00	29.64	13.98	10.015
5/11/2017 9:25:52 AM	3577364752	1013.00	29.64	13.86	10.064
5/11/2017 9:25:53 AM	3577364753	1013.00	29.64	13.92	10.039
5/11/2017 9:25:54 AM	3577364754	1013.00	29.64	13.79	10.093
5/11/2017 9:25:55 AM	3577364755	1013.00	29.65	13.75	10.101
5/11/2017 9:25:56 AM	3577364756	1013.00	29.63	13.88	10.065
5/11/2017 9:25:57 AM	3577364757	1013.00	29.66	13.98	9.997
5/11/2017 9:25:58 AM	3577364758	1013.00	29.64	14.02	9.998
5/11/2017 9:25:59 AM	3577364759	1013.00	29.64	14.12	9.957
5/11/2017 9:26:00 AM	3577364760	1013.00	29.64	14.09	9.969
5/11/2017 9:26:01 AM	3577364761	1013.00	29.65	13.98	10.006
5/11/2017 9:26:02 AM	3577364762	1013.00	29.62	13.90	10.066
5/11/2017 9:26:03 AM	3577364763	1013.00	29.64	13.86	10.064
5/11/2017 9:26:04 AM	3577364764	1013.00	29.64	13.85	10.068
5/11/2017 9:26:05 AM	3577364765	1013.00	29.66	13.80	10.071
5/11/2017 9:26:06 AM	3577364766	1013.00	29.63	13.84	10.081
5/11/2017 9:26:07 AM	3577364767	1013.00	29.65	13.94	10.022
5/11/2017 9:26:08 AM	3577364768	1013.00	29.64	13.91	10.043
5/11/2017 9:26:09 AM	3577364769	1013.00	29.64	13.92	10.039
5/11/2017 9:26:10 AM	3577364770	1013.00	29.64	14.02	9.998
5/11/2017 9:26:11 AM	3577364771	1013.00	29.65	14.07	9.969
5/11/2017 9:26:12 AM	3577364772	1013.00	29.64	14.00	10.006
5/11/2017 9:26:13 AM	3577364773	1013.00	29.64	14.03	9.994
5/11/2017 9:26:14 AM	3577364774	1013.00	29.64	13.96	10.023
5/11/2017 9:26:15 AM	3577364775	1013.00	29.66	14.00	9.988
5/11/2017 9:26:16 AM	3577364776	1013.00	29.65	13.98	10.006
5/11/2017 9:26:17 AM	3577364777	1013.00	29.67	13.98	9.988
5/11/2017 9:26:18 AM	3577364778	1013.00	29.65	13.97	10.010
5/11/2017 9:26:19 AM	3577364779	1013.00	29.65	14.01	9.993
5/11/2017 9:26:20 AM	3577364780	1013.00	29.65	13.86	10.055
5/11/2017 9:26:21 AM	3577364781	1013.00	29.65	13.77	10.092
5/11/2017 9:26:22 AM	3577364782	1013.00	29.66	13.79	10.075
5/11/2017 9:26:23 AM	3577364783	1013.00	29.66	13.81	10.067
5/11/2017 9:26:24 AM	3577364784	1013.00	29.66	13.76	10.087
5/11/2017 9:26:25 AM	3577364785	1013.00	29.67	13.82	10.054
5/11/2017 9:26:26 AM	3577364786	1013.00	29.64	13.90	10.048
5/11/2017 9:26:27 AM	3577364787	1013.00	29.67	13.87	10.033
5/11/2017 9:26:28 AM	3577364788	1013.00	29.67	13.89	10.025
5/11/2017 9:26:29 AM	3577364789	1013.00	29.66	13.94	10.013
5/11/2017 9:26:30 AM	3577364790	1013.00	29.64	13.93	10.035
5/11/2017 9:26:31 AM	3577364791	1013.00	29.66	13.85	10.050
5/11/2017 9:26:32 AM	3577364792	1013.00	29.64	13.89	10.052
5/11/2017 9:26:33 AM	3577364793	1013.00	29.65	13.84	10.063
5/11/2017 9:26:34 AM	3577364794	1013.00	29.65	13.87	10.051
5/11/2017 9:26:35 AM	3577364795	1013.00	29.66	13.91	10.025
5/11/2017 9:26:36 AM	3577364796	1013.00	29.65	13.92	10.030
5/11/2017 9:26:37 AM	3577364797	1013.00	29.65	13.90	10.038
5/11/2017 9:26:38 AM	3577364798	1013.00	29.64	13.87	10.060
5/11/2017 9:26:39 AM	3577364799	1013.00	29.67	13.84	10.045
5/11/2017 9:26:40 AM	3577364800	1013.00	29.67	13.81	10.058
5/11/2017 9:26:41 AM	3577364801	1013.00	29.67	13.85	10.041
5/11/2017 9:26:42 AM	3577364802	1013.00	29.66	13.80	10.071
5/11/2017 9:26:43 AM	3577364803	1013.00	29.66	13.94	10.013
5/11/2017 9:26:44 AM	3577364804	1013.00	29.66	13.89	10.034
5/11/2017 9:26:45 AM	3577364805	1013.00	29.67	13.94	10.004
5/11/2017 9:26:46 AM	3577364806	1013.00	29.67	13.97	9.992
5/11/2017 9:26:47 AM	3577364807	1013.00	29.67	13.96	9.996
5/11/2017 9:26:48 AM	3577364808	1013.00	29.67	13.94	10.004
5/11/2017 9:26:49 AM	3577364809	1013.00	29.66	13.96	10.005
5/11/2017 9:26:50 AM	3577364810	1013.00	29.68	13.94	9.995
5/11/2017 9:26:51 AM	3577364811	1013.00	29.68	13.92	10.003
5/11/2017 9:26:52 AM	3577364812	1013.00	29.67	13.96	9.996
5/11/2017 9:26:53 AM	3577364813	1013.00	29.66	13.85	10.050
5/11/2017 9:26:54 AM	3577364814	1013.00	29.67	13.86	10.037
5/11/2017 9:26:55 AM	3577364815	1013.00	29.66	13.85	10.050
5/11/2017 9:26:56 AM	3577364816	1013.00	29.66	13.83	10.058
5/11/2017 9:26:57 AM	3577364817	1013.00	29.68	13.80	10.053
5/11/2017 9:26:58 AM	3577364818	1013.00	29.66	13.79	10.075
5/11/2017 9:26:59 AM	3577364819	1013.00	29.66	13.77	10.083
5/11/2017 9:27:00 AM	3577364820	1013.00	29.68	13.85	10.032
5/11/2017 9:27:01 AM	3577364821	1013.00	29.67	13.78	10.070
5/11/2017 9:27:02 AM	3577364822	1013.00	29.67	13.78	10.070
5/11/2017 9:27:03 AM	3577364823	1013.00	29.68	13.94	9.995
5/11/2017 9:27:04 AM	3577364824	1013.00	29.68	13.99	9.975
5/11/2017 9:27:05 AM	3577364825	1013.00	29.68	13.83	10.040
5/11/2017 9:27:06 AM	3577364826	1013.00	29.67	13.89	10.025
5/11/2017 9:27:07 AM	3577364827	1013.00	29.68	13.93	9.999
5/11/2017 9:27:08 AM	3577364828	1013.00	29.68	13.80	10.053
5/11/2017 9:27:09 AM	3577364829	1013.00	29.67	13.74	10.087
5/11/2017 9:27:10 AM	3577364830	1013.00	29.66	13.89	10.034
5/11/2017 9:27:11 AM	3577364831	1013.00	29.67	13.82	10.054
5/11/2017 9:27:12 AM	3577364832	1013.00	29.69	13.78	10.052
5/11/2017 9:27:13 AM	3577364833	1013.00	29.66	13.81	10.067
5/11/2017 9:27:14 AM	3577364834	1013.00	29.69	13.83	10.031
5/11/2017 9:27:15 AM	3577364835	1013.00	29.67	13.74	10.087
5/11/2017 9:27:16 AM	3577364836	1013.00	29.66	13.81	10.067
5/11/2017 9:27:17 AM	3577364837	1013.00	29.67	13.85	10.041
5/11/2017 9:27:18 AM	3577364838	1013.00	29.68	13.79	10.057
5/11/2017 9:27:19 AM	3577364839	1013.00	29.68	13.87	10.024
5/11/2017 9:27:20 AM	3577364840	1013.00	29.68	13.92	10.003
5/11/2017 9:27:21 AM	3577364841	1013.00	29.68	13.92	10.003
5/11/2017 9:27:22 AM	3577364842	1013.00	29.69	13.87	10.015
5/11/2017 9:27:23 AM	3577364843	1013.00	29.66	13.87	10.042
5/11/2017 9:27:24 AM	3577364844	1013.00	29.69	13.81	10.040
5/11/2017 9:27:25 AM	3577364845	1013.00	29.68	13.81	10.049
5/11/2017 9:27:26 AM	3577364846	1013.00	29.69	13.81	10.040
5/11/2017 9:27:27 AM	3577364847	1013.00	29.68	13.80	10.053
5/11/2017 9:27:28 AM	3577364848	1013.00	29.69	13.86	10.019
5/11/2017 9:27:29 AM	3577364849	1013.00	29.67	13.88	10.029
5/11/2017 9:27:30 AM	3577364850	1013.00	29.69	13.83	10.031
5/11/2017 9:27:31 AM	3577364851	1013.00	29.67	13.86	10.037
5/11/2017 9:27:32 AM	3577364852	1013.00	29.67	14.02	9.971
5/11/2017 9:27:33 AM	3577364853	1013.00	29.67	14.06	9.955
5/11/2017 9:27:34 AM	3577364854	1013.00	29.68	14.07	9.942
5/11/2017 9:27:35 AM	3577364855	1013.00	29.69	14.01	9.957
5/11/2017 9:27:36 AM	3577364856	1013.00	29.69	13.96	9.978
5/11/2017 9:27:37 AM	3577364857	1013.00	29.69	13.86	10.019
5/11/2017 9:27:38 AM	3577364858	1013.00	29.68	13.86	10.028
5/11/2017 9:27:39 AM	3577364859	1013.00	29.70	13.84	10.018
5/11/2017 9:27:40 AM	3577364860	1013.00	29.69	13.88	10.011
5/11/2017 9:27:41 AM	3577364861	1013.00	29.70	13.88	10.002
5/11/2017 9:27:42 AM	3577364862	1013.00	29.66	13.83	10.058
5/11/2017 9:27:43 AM	3577364863	1013.00	29.69	13.76	10.060
5/11/2017 9:27:44 AM	3577364864	1013.00	29.66	13.74	10.096
5/11/2017 9:27:45 AM	3577364865	1013.00	29.68	13.79	10.057
5/11/2017 9:27:46 AM	3577364866	1013.00	29.70	13.77	10.047
5/11/2017 9:27:47 AM	3577364867	1013.00	29.70	13.86	10.010
5/11/2017 9:27:48 AM	3577364868	1013.00	29.70	13.90	9.994
5/11/2017 9:27:49 AM	3577364869	1013.00	29.70	13.94	9.977
5/11/2017 9:27:50 AM	3577364870	1013.00	29.70	13.88	10.002
5/11/2017 9:27:51 AM	3577364871	1013.00	29.70	13.99	9.957
5/11/2017 9:27:52 AM	3577364872	1013.00	29.69	14.00	9.961
5/11/2017 9:27:53 AM	3577364873	1013.00	29.68	14.01	9.966
5/11/2017 9:27:54 AM	3577364874	1013.00	29.70	13.96	9.969
5/11/2017 9:27:55 AM	3577364875	1013.00	29.69	14.08	9.929
5/11/2017 9:27:56 AM	3577364876	1013.00	29.69	14.06	9.937
5/11/2017 9:27:57 AM	3577364877	1013.00	29.69	14.04	9.945
5/11/2017 9:27:58 AM	3577364878	1013.00	29.69	14.02	9.953
5/11/2017 9:27:59 AM	3577364879	1013.00	29.70	14.07	9.924
5/11/2017 9:28:00 AM	3577364880	1013.00	29.68	13.96	9.987
5/11/2017 9:28:01 AM	3577364881	1013.00	29.69	13.95	9.982
5/11/2017 9:28:02 AM	3577364882	1013.00	29.69	13.93	9.990
5/11/2017 9:28:03 AM	3577364883	1013.00	29.69	13.94	9.986
5/11/2017 9:28:04 AM	3577364884	1013.00	29.67	14.00	9.979
5/11/2017 9:28:05 AM	3577364885	1013.00	29.69	14.10	9.921
5/11/2017 9:28:06 AM	3577364886	1013.00	29.70	14.01	9.948
5/11/2017 9:28:07 AM	3577364887	1013.00	29.69	14.04	9.945
5/11/2017 9:28:08 AM	3577364888	1013.00	29.69	14.01	9.957
5/11/2017 9:28:09 AM	3577364889	1013.00	29.70	13.93	9.981
5/11/2017 9:28:10 AM	3577364890	1013.00	29.70	13.88	10.002
5/11/2017 9:28:11 AM	3577364891	1013.00	29.68	13.90	10.011
5/11/2017 9:28:12 AM	3577364892	1013.00	29.69	13.94	9.986
5/11/2017 9:28:13 AM	3577364893	1013.00	29.70	13.97	9.965
5/11/2017 9:28:14 AM	3577364894	1013.00	29.69	14.00	9.961
5/11/2017 9:28:15 AM	3577364895	1013.00	29.70	13.93	9.981
5/11/2017 9:28:16 AM	3577364896	1013.00	29.71	13.96	9.960
5/11/2017 9:28:17 AM	3577364897	1013.00	29.70	13.95	9.973
5/11/2017 9:28:18 AM	3577364898	1013.00	29.72	13.92	9.967
5/11/2017 9:28:19 AM	3577364899	1013.00	29.72	13.89	9.980
5/11/2017 9:28:20 AM	3577364900	1013.00	29.69	13.93	9.990
5/11/2017 9:28:21 AM	3577364901	1013.00	29.69	13.91	9.998
5/11/2017 9:28:22 AM	3577364902	1013.00	29.68	13.93	9.999
5/11/2017 9:28:23 AM	3577364903	1013.00	29.72	13.90	9.976
5/11/2017 9:28:24 AM	3577364904	1013.00	29.70	13.90	9.994
5/11/2017 9:28:25 AM	3577364905	1013.00	29.70	13.92	9.985
5/11/2017 9:28:26 AM	3577364906	1013.00	29.71	13.93	9.972
5/11/2017 9:28:27 AM	3577364907	1013.00	29.70	13.87	10.006
5/11/2017 9:28:28 AM	3577364908	1013.00	29.70	13.88	10.002
5/11/2017 9:28:29 AM	3577364909	1013.00	29.72	13.89	9.980
5/11/2017 9:28:30 AM	3577364910	1013.00	29.70	13.86	10.010
5/11/2017 9:28:31 AM	3577364911	1013.00	29.70	13.90	9.994
5/11/2017 9:28:32 AM	3577364912	1013.00	29.70	13.89	9.998
5/11/2017 9:28:33 AM	3577364913	1013.00	29.69	13.98	9.970
5/11/2017 9:28:34 AM	3577364914	1013.00	29.69	14.06	9.937
5/11/2017 9:28:35 AM	3577364915	1013.00	29.71	14.06	9.919
5/11/2017 9:28:36 AM	3577364916	1013.00	29.71	14.09	9.907
5/11/2017 9:28:37 AM	3577364917	1013.00	29.70	14.07	9.924
5/11/2017 9:28:38 AM	3577364918	1013.00	29.69	14.00	9.961
5/11/2017 9:28:39 AM	3577364919	1013.00	29.70	13.92	9.985
5/11/2017 9:28:40 AM	3577364920	1013.00	29.69	13.95	9.982
5/11/2017 9:28:41 AM	3577364921	1013.00	29.69	13.81	10.040
5/11/2017 9:28:42 AM	3577364922	1013.00	29.71	13.82	10.017
5/11/2017 9:28:43 AM	3577364923	1013.00	29.70	13.83	10.022
5/11/2017 9:28:44 AM	3577364924	1013.00	29.70	13.82	10.026
5/11/2017 9:28:45 AM	3577364925	1013.00	29.68	13.74	10.078
5/11/2017 9:28:46 AM	3577364926	1013.00	29.70	13.75	10.055
5/11/2017 9:28:47 AM	3577364927	1013.00	29.71	13.76	10.042
5/11/2017 9:28:48 AM	3577364928	1013.00	29.69	13.73	10.073
5/11/2017 9:28:49 AM	3577364929	1013.00	29.70	13.74	10.060
5/11/2017 9:28:50 AM	3577364930	1013.00	29.72	13.82	10.008
5/11/2017 9:28:51 AM	3577364931	1013.00	29.71	13.93	9.972
5/11/2017 9:28:52 AM	3577364932	1013.00	29.69	13.93	9.990
5/11/2017 9:28:53 AM	3577364933	1013.00	29.70	13.97	9.965
5/11/2017 9:28:54 AM	3577364934	1013.00	29.70	14.01	9.948
5/11/2017 9:28:55 AM	3577364935	1013.00	29.73	13.98	9.934
5/11/2017 9:28:56 AM	3577364936	1013.00	29.69	13.93	9.990
5/11/2017 9:28:57 AM	3577364937	1013.00	29.72	13.88	9.984
5/11/2017 9:28:58 AM	3577364938	1013.00	29.71	13.84	10.009
5/11/2017 9:28:59 AM	3577364939	1013.00	29.70	13.75	10.055
5/11/2017 9:29:00 AM	3577364940	1013.00	29.72	13.74	10.042
5/11/2017 9:29:01 AM	3577364941	1013.00	29.72	13.72	10.050
5/11/2017 9:29:02 AM	3577364942	1013.00	29.71	13.76	10.042
5/11/2017 9:29:03 AM	3577364943	1013.00	29.70	13.82	10.026
5/11/2017 9:29:04 AM	3577364944	1013.00	29.72	13.86	9.992
5/11/2017 9:29:05 AM	3577364945	1013.00	29.71	13.91	9.980
5/11/2017 9:29:06 AM	3577364946	1013.00	29.70	13.95	9.973
5/11/2017 9:29:07 AM	3577364947	1013.00	29.73	14.01	9.922
5/11/2017 9:29:08 AM	3577364948	1013.00	29.72	14.04	9.918
5/11/2017 9:29:09 AM	3577364949	1013.00	29.71	14.06	9.919
5/11/2017 9:29:10 AM	3577364950	1013.00	29.72	14.09	9.898
5/11/2017 9:29:11 AM	3577364951	1013.00	29.73	14.02	9.918
5/11/2017 9:29:12 AM	3577364952	1013.00	29.72	13.97	9.947
5/11/2017 9:29:13 AM	3577364953	1013.00	29.71	13.84	10.009
5/11/2017 9:29:14 AM	3577364954	1013.00	29.71	13.93	9.972
5/11/2017 9:29:15 AM	3577364955	1013.00	29.73	13.83	9.995
5/11/2017 9:29:16 AM	3577364956	1013.00	29.72	13.88	9.984
5/11/2017 9:29:17 AM	3577364957	1013.00	29.70	13.83	10.022
5/11/2017 9:29:18 AM	3577364958	1013.00	29.73	13.86	9.983
5/11/2017 9:29:19 AM	3577364959	1013.00	29.71	13.77	10.038
5/11/2017 9:29:20 AM	3577364960	1013.00	29.72	13.82	10.008
5/11/2017 9:29:21 AM	3577364961	1013.00	29.70	13.93	9.981
5/11/2017 9:29:22 AM	3577364962	1013.00	29.71	13.97	9.956
5/11/2017 9:29:23 AM	3577364963	1013.00	29.72	13.95	9.955
5/11/2017 9:29:24 AM	3577364964	1013.00	29.72	13.98	9.943
5/11/2017 9:29:25 AM	3577364965	1013.00	29.71	13.87	9.997
5/11/2017 9:29:26 AM	3577364966	1013.00	29.70	13.79	10.039
5/11/2017 9:29:27 AM	3577364967	1013.00	29.73	13.80	10.008
5/11/2017 9:29:28 AM	3577364968	1013.00	29.73	13.96	9.942
5/11/2017 9:29:29 AM	3577364969	1013.00	29.72	13.90	9.976
5/11/2017 9:29:30 AM	3577364970	1013.00	29.71	13.97	9.956
5/11/2017 9:29:31 AM	3577364971	1013.00	29.72	13.98	9.943
5/11/2017 9:29:32 AM	3577364972	1013.00	29.73	13.94	9.950
5/11/2017 9:29:33 AM	3577364973	1013.00	29.73	13.84	9.991
5/11/2017 9:29:34 AM	3577364974	1013.00	29.72	13.82	10.008
5/11/2017 9:29:35 AM	3577364975	1013.00	29.71	13.91	9.980
5/11/2017 9:29:36 AM	3577364976	1013.00	29.72	13.86	9.992
5/11/2017 9:29:37 AM	3577364977	1013.00	29.74	13.82	9.991
5/11/2017 9:29:38 AM	3577364978	1013.00	29.71	13.78	10.034
5/11/2017 9:29:39 AM	3577364979	1013.00	29.72	13.77	10.029
5/11/2017 9:29:40 AM	3577364980	1013.00	29.72	13.64	10.083
5/11/2017 9:29:41 AM	3577364981	1013.00	29.72	13.74	10.042
5/11/2017 9:29:42 AM	3577364982	1013.00	29.73	13.89	9.971
5/11/2017 9:29:43 AM	3577364983	1013.00	29.72	13.93	9.963
5/11/2017 9:29:44 AM	3577364984	1013.00	29.72	13.97	9.947
5/11/2017 9:29:45 AM	3577364985	1013.00	29.73	13.98	9.934
5/11/2017 9:29:46 AM	3577364986	1013.00	29.73	13.93	9.954
5/11/2017 9:29:47 AM	3577364987	1013.00	29.71	13.86	10.001
5/11/2017 9:29:48 AM	3577364988	1013.00	29.73	13.87	9.979
5/11/2017 9:29:49 AM	3577364989	1013.00	29.71	13.96	9.960
5/11/2017 9:29:50 AM	3577364990	1013.00	29.72	14.01	9.931
5/11/2017 9:29:51 AM	3577364991	1013.00	29.72	13.97	9.947
5/11/2017 9:29:52 AM	3577364992	1013.00	29.73	13.96	9.942
5/11/2017 9:29:53 AM	3577364993	1013.00	29.74	13.88	9.966
5/11/2017 9:29:54 AM	3577364994	1013.00	29.75	13.82	9.982
5/11/2017 9:29:55 AM	3577364995	1013.00	29.73	13.84	9.991
5/11/2017 9:29:56 AM	3577364996	1013.00	29.72	13.91	9.972
5/11/2017 9:29:57 AM	3577364997	1013.00	29.73	13.89	9.971
5/11/2017 9:29:58 AM	3577364998	1013.00	29.73	13.93	9.954
5/11/2017 9:29:59 AM	3577364999	1013.00	29.73	13.96	9.942
5/11/2017 9:30:00 AM	3577365000	1013.00	29.74	13.95	9.937
5/11/2017 9:30:01 AM	3577365001	1013.00	29.73	13.85	9.987
