Time,O2
2143,7.2
2144,7.2
2145,7.23
2146,7.23
2147,7.22
2148,7.22
2149,7.25
2150,7.25
2151,7.24
2152,7.21
2153,7.21
2154,7.21
2155,7.21
2156,7.19
2157,7.19
2158,7.19
2159,7.19
2160,7.19
2161,7.14
2162,7.17
2163,7.17
2164,7.16
2165,7.19
2166,7.16
2167,7.21
2168,7.16
2169,7.16
2170,7.17
2171,7.19
2172,7.19
2173,7.19
2174,7.2
2175,7.2
2176,7.2
2177,7.18
2178,7.22
2179,7.21
2180,7.23
2181,7.19
2182,7.19
2183,7.19
2184,7.19
2185,7.19
2186,7.19
2187,7.19
2188,7.2
2189,7.17
2190,7.17
2191,7.17
2192,7.17
2193,7.17
2194,7.17
2195,7.17
2196,7.17
2197,7.14
2198,7.14
2199,7.14
2200,7.14
2201,7.15
2202,7.15
2203,7.15
2204,7.17
2205,7.17
2206,7.18
2207,7.18
2208,7.18
2209,7.18
2210,7.18
2211,7.17
2212,7.17
2213,7.17
2214,7.16
2215,7.17
2216,7.16
2217,7.16
2218,7.16
2219,7.16
2220,7.16
2221,7.17
2222,7.18
2223,7.19
2224,7.18
2225,7.18
2226,7.18
2227,7.18
2228,7.14
2229,7.2
2230,7.19
2231,7.19
2232,7.19
2233,7.19
2234,7.19
2235,7.15
2236,7.16
2237,7.14
2238,7.14
2239,7.12
2240,7.12
2241,7.18
2242,7.13
2243,7.14
2244,7.14
2245,7.15
2246,7.15
2247,7.15
2248,7.15
2249,7.15
2250,7.15
2251,7.15
2252,7.15
2253,7.14
2254,7.14
2255,7.14
2256,7.13
2257,7.11
2258,7.13
2259,7.13
2260,7.13
2261,7.14
2262,7.14
2263,7.13
2264,7.13
2265,7.14
2266,7.16
2267,7.15
2268,7.13
2269,7.16
2270,7.16
2271,7.16
2272,7.15
2273,7.16
2274,7.16
2275,7.16
2276,7.16
2277,7.19
2278,7.18
2279,7.12
2280,7.13
2281,7.13
2282,7.11
2283,7.12
2284,7.13
2285,7.13
2286,7.14
2287,7.14
2288,7.14
2289,7.15
2290,7.15
2291,7.15
2292,7.15
2293,7.15
2294,7.16
2295,7.13
2296,7.18
2297,7.18
2298,7.17
2299,7.12
2300,7.12
2301,7.12
2302,7.14
2303,7.14
2304,7.13
2305,7.13
2306,7.12
2307,7.1
2308,7.1
2309,7.1
2310,7.1
2311,7.07
2312,7.08
2313,7.1
2314,7.06
2315,7.07
2316,7.08
2317,7.08
2318,7.09
2319,7.09
2320,7.1
2321,7.1
2322,7.1
2323,7.1
2324,7.1
2325,7.1
2326,7.11
2327,7.11
2328,7.1
2329,7.1
2330,7.1
2331,7.1
2332,7.1
2333,7.11
2334,7.11
2335,7.1
2336,7.1
2337,7.1
2338,7.1
2339,7.1
2340,7.08
2341,7.12
2342,7.12
2343,7.11
2344,7.11
2345,7.15
2346,7.14
2347,7.13
2348,7.09
2349,7.09
2350,7.07
2351,7.08
2352,7.08
2353,7.09
2354,7.09
2355,7.09
2356,7.09
2357,7.1
2358,7.1
2359,7.09
2360,7.09
2361,7.09
2362,7.1
2363,7.09
2364,7.09
2365,7.09
2366,7.09
2367,7.1
2368,7.1
2369,7.1
2370,7.1
2371,7.09
2372,7.08
2373,7.09
2374,7.08
2375,7.08
2376,7.08
2377,7.09
2378,7.09
2379,7.08
2380,7.08
2381,7.09
2382,7.08
2383,7.08
2384,7.08
2385,7.08
2386,7.08
2387,7.05
2388,7.04
2389,7.05
2390,7.05
2391,7.05
2392,7.05
2393,7.05
2394,7.05
2395,7.05
2396,7.05
2397,7.05
2398,7.05
2399,7.05
2400,7.05
2401,7.06
2402,7.06
2403,7.07
2404,7.06
2405,7.06
2406,7.06
2407,7.06
2408,7.06
2409,7.06
2410,7.07
2411,7.06
2412,7.06
2413,7.06
2414,7.06
2415,7.08
2416,7.08
2417,7.08
2418,7.08
2419,7.08
2420,7.08
2421,7.08
2422,7.08
2423,7.07
2424,7.06
2425,7.06
2426,7.06
2427,7.05
2428,7.05
2429,7.05
2430,7.05
2431,7.05
2432,7.05
2433,7.07
2434,7.06
2435,7.06
2436,7.06
2437,7.06
2438,7.05
2439,7.05
2440,7.05
2441,7.05
2442,7.04
2443,7.04
2444,7.04
2445,7.04
2446,7.04
2447,7.03
2448,7.03
2449,7.02
2450,7.02
2451,7.07
2452,7.02
2453,7.02
2454,7.03
2455,7.03
2456,7.03
2457,7.03
2458,7.03
2459,7.05
2460,7.01
2461,7.05
2462,7.06
2463,7.06
2464,7.05
2465,7.05
2466,7.04
2467,7.04
2468,7.04
2469,7.04
2470,7.04
2471,7.03
2472,6.99
2473,6.99
2474,7
2475,7
2476,7.01
2477,6.97
2478,6.98
2479,7.02
2480,7.02
2481,7.02
2482,7.02
2483,7.02
2484,7.02
2485,7.02
2486,7.02
2487,7.02
2488,6.97
2489,6.98
2490,6.99
2491,6.99
2492,6.99
2493,6.99
2494,7
2495,6.99
2496,6.99
2497,6.98
2498,6.98
2499,6.98
2500,7.01
2501,7.01
2502,7.02
2503,7.02
2504,7.02
2505,7.02
2506,7.01
2507,7
2508,7
2509,7
2510,7.01
2511,7
2512,6.99
2513,6.99
2514,6.99
2515,6.99
2516,6.99
2517,6.99
2518,7
2519,6.98
2520,6.98
2521,6.98
2522,6.98
2523,6.98
2524,6.97
2525,7.01
2526,6.99
2527,6.99
2528,6.99
2529,6.99
2530,6.99
2531,6.98
2532,6.98
2533,6.97
2534,6.98
2535,6.97
2536,6.97
2537,6.97
2538,6.97
2539,6.97
2540,6.97
2541,6.97
2542,6.98
2543,6.98
2544,6.98
2545,6.98
2546,6.98
2547,6.98
2548,6.98
2549,7.01
2550,7
2551,6.99
2552,6.99
2553,6.99
2554,6.99
2555,6.99
2556,6.99
2557,6.99
2558,6.96
2559,6.96
2560,6.96
2561,6.96
2562,6.96
2563,6.96
2564,6.96
2565,6.96
2566,6.96
2567,6.96
2568,6.96
2569,6.96
2570,6.96
2571,6.99
2572,6.98
2573,6.98
2574,6.97
2575,6.97
2576,6.92
2577,6.92
2578,6.94
2579,6.97
2580,6.95
2581,6.95
2582,6.94
2583,6.94
2584,6.94
2585,6.94
2586,6.94
2587,6.96
2588,6.97
2589,6.97
2590,6.96
2591,6.97
2592,6.96
2593,6.96
2594,6.96
2595,6.91
2596,6.91
2597,6.92
2598,6.92
2599,6.93
2600,6.93
2601,6.94
2602,6.94
2603,6.94
2604,6.95
2605,6.94
2606,6.94
2607,6.95
2608,6.95
2609,6.95
2610,6.95
2611,6.95
2612,6.95
2613,6.95
2614,6.94
2615,6.93
2616,6.92
2617,6.93
2618,6.92
2619,6.92
2620,6.92
2621,6.9
2622,6.94
2623,6.94
2624,6.91
2625,6.91
2626,6.91
2627,6.91
2628,6.92
2629,6.92
2630,6.92
2631,6.92
2632,6.92
2633,6.92
2634,6.92
2635,6.91
2636,6.91
2637,6.91
2638,6.91
2639,6.91
2640,6.91
2641,6.91
2642,6.91
2643,6.92
2644,6.92
2645,6.92
2646,6.92
2647,6.92
2648,6.92
2649,6.92
2650,6.92
2651,6.92
2652,6.91
2653,6.91
2654,6.91
2655,6.91
2656,6.91
2657,6.91
2658,6.92
2659,6.93
2660,6.94
2661,6.94
2662,6.95
2663,6.95
2664,6.94
2665,6.94
2666,6.94
2667,6.94
2668,6.94
2669,6.87
2670,6.87
2671,6.88
2672,6.88
2673,6.88
2674,6.88
2675,6.88
2676,6.88
2677,6.89
2678,6.9
2679,6.91
2680,6.91
2681,6.91
2682,6.93
2683,6.93
2684,6.88
2685,6.9
2686,6.9
2687,6.9
2688,6.91
2689,6.89
2690,6.9
2691,6.9
2692,6.91
2693,6.91
2694,6.91
2695,6.91
2696,6.91
2697,6.9
2698,6.89
2699,6.89
2700,6.89
2701,6.89
2702,6.9
2703,6.9
2704,6.9
2705,6.9
2706,6.9
2707,6.9
2708,6.9
2709,6.89
2710,6.9
2711,6.89
2712,6.89
2713,6.89
2714,6.89
2715,6.88
2716,6.89
2717,6.9
2718,6.89
2719,6.9
2720,6.85
2721,6.86
2722,6.86
2723,6.86
2724,6.87
2725,6.87
2726,6.87
2727,6.87
2728,6.87
2729,6.87
2730,6.87
2731,6.87
2732,6.86
2733,6.85
2734,6.85
2735,6.85
2736,6.85
2737,6.85
2738,6.85
2739,6.85
2740,6.84
2741,6.85
2742,6.85
2743,6.86
2744,6.85
2745,6.85
2746,6.85
2747,6.85
2748,6.84
2749,6.86
2750,6.86
2751,6.86
2752,6.84
2753,6.84
2754,6.85
2755,6.85
2756,6.85
2757,6.85
2758,6.85
2759,6.88
2760,6.87
2761,6.87
2762,6.87
2763,6.86
2764,6.85
2765,6.85
2766,6.84
2767,6.84
2768,6.85
2769,6.85
2770,6.85
2771,6.84
2772,6.83
2773,6.83
2774,6.82
2775,6.82
2776,6.81
2777,6.81
2778,6.81
2779,6.81
2780,6.81
2781,6.82
2782,6.82
2783,6.82
2784,6.82
2785,6.82
2786,6.84
2787,6.84
2788,6.84
2789,6.84
2790,6.83
2791,6.83
2792,6.83
2793,6.83
2794,6.83
2795,6.81
2796,6.81
2797,6.82
2798,6.82
2799,6.82
2800,6.81
2801,6.83
2802,6.83
2803,6.82
2804,6.82
2805,6.82
2806,6.82
2807,6.82
2808,6.82
2809,6.82
2810,6.82
2811,6.81
2812,6.81
2813,6.81
2814,6.81
2815,6.8
2816,6.8
2817,6.8
2818,6.8
2819,6.79
2820,6.79
2821,6.79
2822,6.79
2823,6.79
2824,6.79
2825,6.79
2826,6.79
2827,6.79
2828,6.8
2829,6.81
2830,6.82
2831,6.81
2832,6.79
2833,6.79
2834,6.8
2835,6.81
2836,6.81
2837,6.81
2838,6.81
2839,6.81
2840,6.81
2841,6.81
2842,6.81
2843,6.81
2844,6.81
2845,6.81
2846,6.81
2847,6.81
2848,6.82
2849,6.81
2850,6.82
2851,6.81
2852,6.81
2853,6.81
2854,6.79
2855,6.79
2856,6.79
2857,6.79
2858,6.79
2859,6.79
2860,6.81
2861,6.8
2862,6.79
2863,6.79
2864,6.79
2865,6.79
2866,6.79
2867,6.78
2868,6.77
2869,6.77
2870,6.77
2871,6.77
2872,6.77
2873,6.77
2874,6.77
2875,6.76
2876,6.76
2877,6.77
2878,6.79
2879,6.79
2880,6.79
2881,6.79
2882,6.78
2883,6.78
2884,6.78
2885,6.78
2886,6.78
2887,6.78
2888,6.78
2889,6.78
2890,6.78
2891,6.77
2892,6.77
2893,6.77
2894,6.77
2895,6.77
2896,6.77
2897,6.77
2898,6.77
2899,6.76
2900,6.76
2901,6.75
2902,6.75
2903,6.76
2904,6.75
2905,6.75
2906,6.74
2907,6.74
2908,6.74
2909,6.74
2910,6.73
2911,6.74
2912,6.73
2913,6.74
2914,6.74
2915,6.74
2916,6.73
2917,6.73
2918,6.74
2919,6.73
2920,6.74
2921,6.74
2922,6.76
2923,6.76
2924,6.75
2925,6.75
2926,6.75
2927,6.75
2928,6.75
2929,6.74
2930,6.74
2931,6.74
2932,6.74
2933,6.75
2934,6.74
2935,6.75
2936,6.73
2937,6.74
2938,6.74
2939,6.74
2940,6.74
2941,6.74
2942,6.74
2943,6.74
2944,6.73
2945,6.73
2946,6.72
2947,6.72
2948,6.72
2949,6.72
2950,6.72
2951,6.72
2952,6.72
2953,6.73
2954,6.73
2955,6.72
2956,6.72
2957,6.72
2958,6.71
2959,6.71
2960,6.71
2961,6.71
2962,6.7
2963,6.71
2964,6.71
2965,6.7
2966,6.71
2967,6.71
2968,6.71
2969,6.71
2970,6.71
2971,6.71
2972,6.71
2973,6.71
2974,6.71
2975,6.71
2976,6.72
2977,6.72
2978,6.71
2979,6.71
2980,6.71
2981,6.71
2982,6.71
2983,6.71
2984,6.7
2985,6.7
2986,6.7
2987,6.7
2988,6.7
2989,6.69
2990,6.69
2991,6.7
2992,6.7
2993,6.7
2994,6.7
2995,6.68
2996,6.68
2997,6.68
2998,6.68
2999,6.68
3000,6.68
3001,6.68
3002,6.68
3003,6.68
3004,6.68
3005,6.69
3006,6.69
3007,6.69
3008,6.69
3009,6.69
3010,6.68
3011,6.68
3012,6.68
3013,6.67
3014,6.66
3015,6.66
3016,6.66
3017,6.67
3018,6.67
3019,6.66
3020,6.67
3021,6.67
3022,6.67
3023,6.67
3024,6.71
3025,6.7
3026,6.7
3027,6.7
3028,6.7
3029,6.7
3030,6.7
3031,6.7
3032,6.69
3033,6.69
3034,6.69
3035,6.69
3036,6.7
3037,6.7
3038,6.7
3039,6.69
3040,6.69
3041,6.68
3042,6.68
3043,6.68
3044,6.68
3045,6.67
3046,6.67
3047,6.67
3048,6.67
3049,6.66
3050,6.66
3051,6.66
3052,6.66
3053,6.65
3054,6.65
3055,6.65
3056,6.65
3057,6.64
3058,6.64
3059,6.6
3060,6.6
3061,6.61
3062,6.61
3063,6.61
3064,6.62
3065,6.62
3066,6.62
3067,6.62
3068,6.62
3069,6.63
3070,6.63
3071,6.63
3072,6.63
3073,6.63
3074,6.63
3075,6.64
3076,6.64
3077,6.65
3078,6.65
3079,6.66
3080,6.65
3081,6.65
3082,6.66
3083,6.66
3084,6.66
3085,6.66
3086,6.66
3087,6.67
3088,6.67
3089,6.67
3090,6.67
3091,6.66
3092,6.63
3093,6.64
3094,6.64
3095,6.64
3096,6.64
3097,6.63
3098,6.63
3099,6.63
3100,6.63
3101,6.62
3102,6.62
3103,6.62
3104,6.62
3105,6.62
3106,6.62
3107,6.63
3108,6.63
3109,6.63
3110,6.62
3111,6.63
3112,6.63
3113,6.62
3114,6.62
3115,6.62
3116,6.62
3117,6.61
3118,6.61
3119,6.61
3120,6.61
3121,6.62
3122,6.62
3123,6.62
3124,6.62
3125,6.62
3126,6.62
3127,6.62
3128,6.62
3129,6.62
3130,6.63
3131,6.63
3132,6.63
3133,6.64
3134,6.64
3135,6.64
3136,6.64
3137,6.64
3138,6.64
3139,6.64
3140,6.64
3141,6.64
3142,6.64
3143,6.64
3144,6.64
3145,6.64
3146,6.64
3147,6.63
3148,6.62
3149,6.62
3150,6.61
3151,6.61
3152,6.61
3153,6.61
3154,6.61
3155,6.61
3156,6.61
3157,6.61
3158,6.61
3159,6.61
3160,6.61
3161,6.61
3162,6.61
3163,6.61
3164,6.61
3165,6.61
3166,6.6
3167,6.6
3168,6.6
3169,6.6
3170,6.61
3171,6.6
3172,6.61
3173,6.6
3174,6.6
3175,6.59
3176,6.59
3177,6.59
3178,6.59
3179,6.59
3180,6.59
3181,6.58
3182,6.59
3183,6.61
3184,6.6
3185,6.6
3186,6.6
3187,6.6
3188,6.6
3189,6.6
3190,6.59
3191,6.59
3192,6.61
3193,6.6
3194,6.6
3195,6.59
3196,6.58
3197,6.58
3198,6.58
3199,6.58
3200,6.58
3201,6.58
3202,6.58
3203,6.58
3204,6.58
3205,6.58
3206,6.58
3207,6.58
3208,6.58
3209,6.57
3210,6.57
3211,6.57
3212,6.57
3213,6.58
3214,6.58
3215,6.58
3216,6.59
3217,6.59
3218,6.59
3219,6.59
3220,6.59
3221,6.59
3222,6.59
3223,6.59
3224,6.59
3225,6.59
3226,6.56
3227,6.56
3228,6.57
3229,6.57
3230,6.57
3231,6.56
3232,6.56
3233,6.56
3234,6.56
3235,6.56
3236,6.56
3237,6.56
3238,6.55
3239,6.55
3240,6.55
3241,6.55
3242,6.55
3243,6.54
3244,6.52
3245,6.52
3246,6.53
3247,6.53
3248,6.53
3249,6.53
3250,6.53
3251,6.54
3252,6.54
3253,6.54
3254,6.54
3255,6.54
3256,6.54
3257,6.54
3258,6.54
3259,6.54
3260,6.53
3261,6.53
3262,6.53
3263,6.53
3264,6.53
3265,6.53
3266,6.53
3267,6.54
3268,6.53
3269,6.53
3270,6.53
3271,6.53
3272,6.53
3273,6.53
3274,6.53
3275,6.53
3276,6.53
3277,6.53
3278,6.53
3279,6.53
3280,6.53
3281,6.53
3282,6.53
3283,6.54
3284,6.53
3285,6.54
3286,6.54
3287,6.54
3288,6.53
3289,6.53
3290,6.53
3291,6.53
3292,6.53
3293,6.53
3294,6.53
3295,6.53
3296,6.53
3297,6.53
3298,6.52
3299,6.52
3300,6.52
3301,6.52
3302,6.52
3303,6.53
3304,6.52
3305,6.53
3306,6.53
3307,6.53
3308,6.53
3309,6.53
3310,6.52
3311,6.53
3312,6.52
3313,6.52
3314,6.52
3315,6.52
3316,6.52
3317,6.52
3318,6.52
3319,6.52
3320,6.52
3321,6.52
3322,6.52
3323,6.52
3324,6.52
3325,6.52
3326,6.52
3327,6.52
3328,6.51
3329,6.51
3330,6.51
3331,6.51
3332,6.51
3333,6.51
3334,6.51
3335,6.5
3336,6.5
3337,6.5
3338,6.5
3339,6.49
3340,6.45
3341,6.46
3342,6.46
3343,6.46
3344,6.47
3345,6.46
3346,6.47
3347,6.47
3348,6.48
3349,6.48
3350,6.48
3351,6.49
3352,6.49
3353,6.5
3354,6.51
3355,6.51
3356,6.51
3357,6.51
3358,6.51
3359,6.52
3360,6.52
3361,6.52
3362,6.52
3363,6.52
3364,6.52
3365,6.52
3366,6.52
3367,6.52
3368,6.52
3369,6.52
3370,6.52
3371,6.52
3372,6.51
3373,6.51
3374,6.51
3375,6.5
3376,6.5
3377,6.49
3378,6.49
3379,6.48
3380,6.48
3381,6.47
3382,6.47
3383,6.47
3384,6.47
3385,6.47
3386,6.47
3387,6.47
3388,6.47
3389,6.47
3390,6.47
3391,6.47
3392,6.47
3393,6.48
3394,6.48
3395,6.49
3396,6.49
3397,6.49
3398,6.49
3399,6.49
3400,6.49
3401,6.49
3402,6.49
3403,6.49
3404,6.49
3405,6.49
3406,6.49
3407,6.48
3408,6.48
3409,6.48
3410,6.47
3411,6.47
3412,6.48
3413,6.48
3414,6.48
3415,6.48
3416,6.48
3417,6.47
3418,6.47
3419,6.47
3420,6.46
3421,6.45
3422,6.45
3423,6.45
3424,6.45
3425,6.44
3426,6.42
3427,6.43
3428,6.43
3429,6.44
3430,6.44
3431,6.43
3432,6.44
3433,6.44
3434,6.44
3435,6.43
3436,6.44
3437,6.44
3438,6.44
3439,6.44
3440,6.44
3441,6.45
3442,6.45
3443,6.45
3444,6.45
3445,6.46
3446,6.46
3447,6.46
3448,6.46
3449,6.46
3450,6.46
3451,6.45
3452,6.45
3453,6.45
3454,6.45
3455,6.47
3456,6.47
3457,6.47
3458,6.47
3459,6.46
3460,6.46
3461,6.46
3462,6.46
3463,6.45
3464,6.45
3465,6.45
3466,6.44
3467,6.44
3468,6.44
3469,6.44
3470,6.43
3471,6.44
3472,6.43
3473,6.43
3474,6.44
3475,6.43
3476,6.44
3477,6.44
3478,6.44
3479,6.41
3480,6.42
3481,6.42
3482,6.42
3483,6.43
3484,6.43
3485,6.43
3486,6.42
3487,6.42
3488,6.42
3489,6.42
3490,6.42
3491,6.42
3492,6.42
3493,6.42
3494,6.43
3495,6.43
3496,6.43
3497,6.43
3498,6.43
3499,6.43
3500,6.43
3501,6.43
3502,6.43
3503,6.43
3504,6.43
3505,6.43
3506,6.42
3507,6.42
3508,6.41
3509,6.37
3510,6.38
3511,6.39
3512,6.4
3513,6.42
3514,6.43
3515,6.44
3516,6.44
3517,6.45
3518,6.46
3519,6.46
3520,6.47
3521,6.47
3522,6.46
3523,6.47
3524,6.46
3525,6.46
3526,6.45
3527,6.45
3528,6.45
3529,6.44
3530,6.44
3531,6.43
3532,6.42
3533,6.41
3534,6.4
3535,6.4
3536,6.39
3537,6.38
3538,6.38
3539,6.39
3540,6.39
3541,6.39
3542,6.39
3543,6.38
3544,6.38
3545,6.38
3546,6.38
3547,6.38
3548,6.38
3549,6.38
3550,6.38
3551,6.38
3552,6.38
3553,6.39
3554,6.39
3555,6.39
3556,6.39
3557,6.39
3558,6.4
3559,6.4
3560,6.4
3561,6.41
3562,6.42
3563,6.42
3564,6.42
3565,6.44
3566,6.44
3567,6.44
3568,6.44
3569,6.45
3570,6.49
3571,6.49
3572,6.49
3573,6.49
3574,6.5
3575,6.5
3576,6.51
3577,6.51
3578,6.52
3579,6.52
3580,6.53
3581,6.54
3582,6.55
3583,6.56
3584,6.57
3585,6.58
3586,6.6
3587,6.61
3588,6.62
3589,6.64
3590,6.65
3591,6.66
3592,6.66
3593,6.67
3594,6.68
3595,6.7
3596,6.7
3597,6.71
3598,6.72
3599,6.73
3600,6.74
3601,6.75
3602,6.76
3603,6.77
3604,6.78
3605,6.78
3606,6.83
3607,6.82
3608,6.82
3609,6.82
3610,6.81
3611,6.81
3612,6.83
3613,6.83
3614,6.83
3615,6.83
3616,6.83
3617,6.84
3618,6.84
3619,6.84
3620,6.85
3621,6.86
3622,6.86
3623,6.87
3624,6.87
3625,6.92
3626,6.93
3627,6.93
3628,6.91
3629,6.92
3630,6.93
3631,6.93
3632,6.94
3633,6.94
3634,6.94
3635,6.94
3636,6.97
3637,6.97
3638,6.97
3639,6.98
3640,6.98
3641,6.99
3642,6.99
3643,7.01
3644,7.01
3645,7.06
3646,7.05
3647,7.05
3648,7.04
3649,7.04
3650,7.04
3651,7.04
3652,7.03
3653,7.03
3654,7.04
3655,7.01
3656,7.03
3657,7.03
3658,7.02
3659,7.03
3660,7.03
3661,7.04
3662,7.04
3663,7.04
3664,7.05
3665,7.03
3666,7.04
3667,7.04
3668,7.05
3669,7.05
3670,7.06
3671,7.06
3672,7.07
3673,7.06
3674,7.07
3675,7.13
3676,7.12
3677,7.13
3678,7.13
3679,7.12
3680,7.12
3681,7.11
3682,7.11
3683,7.1
3684,7.1
3685,7.1
3686,7.1
3687,7.1
3688,7.12
3689,7.12
3690,7.12
3691,7.13
3692,7.16
3693,7.15
3694,7.14
3695,7.15
3696,7.15
3697,7.15
3698,7.15
3699,7.14
3700,7.16
3701,7.16
3702,7.17
3703,7.17
3704,7.15
3705,7.15
3706,7.2
3707,7.2
3708,7.19
3709,7.19
3710,7.16
3711,7.17
3712,7.21
3713,7.2
3714,7.2
3715,7.18
3716,7.18
3717,7.18
3718,7.19
3719,7.19
3720,7.19
3721,7.21
3722,7.25
3723,7.25
3724,7.24
3725,7.24
3726,7.24
3727,7.23
3728,7.19
3729,7.2
3730,7.22
3731,7.26
3732,7.26
3733,7.26
3734,7.25
3735,7.25
3736,7.25
3737,7.25
3738,7.25
3739,7.25
3740,7.25
3741,7.24
3742,7.24
3743,7.23
3744,7.23
3745,7.22
3746,7.22
3747,7.22
3748,7.22
3749,7.22
3750,7.22
3751,7.22
3752,7.22
3753,7.22
3754,7.21
3755,7.21
3756,7.18
3757,7.18
3758,7.16
3759,7.15
3760,7.16
3761,7.17
3762,7.18
3763,7.18
3764,7.19
3765,7.2
3766,7.21
3767,7.2
3768,7.2
3769,7.2
3770,7.2
3771,7.2
3772,7.21
3773,7.21
3774,7.21
3775,7.21
3776,7.21
3777,7.21
3778,7.2
3779,7.21
3780,7.21
3781,7.21
3782,7.22
3783,7.22
3784,7.22
3785,7.22
3786,7.21
3787,7.21
3788,7.21
3789,7.21
3790,7.21
3791,7.21
3792,7.23
3793,7.2
3794,7.18
3795,7.18
3796,7.18
3797,7.18
3798,7.21
3799,7.2
3800,7.2
3801,7.2
3802,7.2
3803,7.2
3804,7.21
3805,7.21
3806,7.21
3807,7.21
3808,7.17
3809,7.17
3810,7.2
3811,7.2
3812,7.19
3813,7.19
3814,7.18
3815,7.18
3816,7.18
3817,7.19
3818,7.19
3819,7.2
3820,7.2
3821,7.2
3822,7.2
3823,7.21
3824,7.2
3825,7.21
3826,7.2
3827,7.18
3828,7.19
3829,7.19
3830,7.19
3831,7.17
3832,7.18
3833,7.18
3834,7.18
3835,7.15
3836,7.15
3837,7.16
3838,7.16
3839,7.17
3840,7.17
3841,7.18
3842,7.18
3843,7.18
3844,7.23
3845,7.22
3846,7.22
3847,7.21
3848,7.21
3849,7.2
3850,7.2
3851,7.19
3852,7.19
3853,7.18
3854,7.19
3855,7.17
3856,7.16
3857,7.16
3858,7.16
3859,7.15
3860,7.15
3861,7.14
3862,7.14
3863,7.13
3864,7.13
3865,7.18
3866,7.18
3867,7.15
3868,7.2
3869,7.2
3870,7.2
3871,7.19
3872,7.24
3873,7.23
3874,7.18
3875,7.18
3876,7.19
3877,7.19
3878,7.18
3879,7.19
3880,7.19
3881,7.19
3882,7.18
3883,7.19
3884,7.19
3885,7.18
3886,7.18
3887,7.18
3888,7.18
3889,7.17
3890,7.18
3891,7.19
3892,7.13
3893,7.17
3894,7.11
3895,7.12
3896,7.12
3897,7.13
3898,7.18
3899,7.17
3900,7.16
3901,7.13
3902,7.13
3903,7.13
3904,7.13
3905,7.14
3906,7.14
3907,7.14
3908,7.14
3909,7.14
3910,7.14
3911,7.14
3912,7.14
3913,7.14
3914,7.16
3915,7.16
3916,7.17
3917,7.17
3918,7.15
3919,7.15
3920,7.15
3921,7.15
3922,7.13
3923,7.14
3924,7.14
3925,7.15
3926,7.15
3927,7.14
3928,7.13
3929,7.18
3930,7.17
3931,7.17
3932,7.15
3933,7.15
3934,7.16
3935,7.16
3936,7.16
3937,7.14
3938,7.13
3939,7.14
3940,7.14
3941,7.14
3942,7.13
3943,7.12
3944,7.14
3945,7.14
3946,7.13
3947,7.12
3948,7.12
3949,7.11
3950,7.11
3951,7.11
3952,7.11
3953,7.11
3954,7.11
3955,7.11
3956,7.11
3957,7.11
3958,7.11
3959,7.11
3960,7.16
3961,7.16
3962,7.14
3963,7.14
3964,7.14
3965,7.14
3966,7.14
3967,7.19
3968,7.19
3969,7.18
3970,7.17
3971,7.17
3972,7.16
3973,7.16
3974,7.15
3975,7.15
3976,7.15
3977,7.15
3978,7.14
3979,7.16
3980,7.16
3981,7.16
3982,7.16
3983,7.15
3984,7.12
3985,7.12
3986,7.11
3987,7.11
3988,7.11
3989,7.1
3990,7.11
3991,7.12
3992,7.12
3993,7.14
3994,7.14
3995,7.1
3996,7.1
3997,7.1
3998,7.1
3999,7.12
4000,7.12
4001,7.12
4002,7.12
4003,7.12
4004,7.12
4005,7.11
4006,7.1
4007,7.11
4008,7.11
4009,7.09
4010,7.1
4011,7.09
4012,7.1
4013,7.1
4014,7.1
4015,7.09
4016,7.09
4017,7.1
4018,7.1
4019,7.1
4020,7.1
4021,7.1
4022,7.12
4023,7.12
4024,7.12
4025,7.12
4026,7.1
4027,7.1
4028,7.1
4029,7.14
4030,7.1
4031,7.1
4032,7.11
4033,7.1
4034,7.1
4035,7.09
4036,7.08
4037,7.08
4038,7.07
4039,7.07
4040,7.07
4041,7.06
4042,7.06
4043,7.06
4044,7.06
4045,7.06
4046,7.06
4047,7.06
4048,7.06
4049,7.1
4050,7.1
4051,7.09
4052,7.09
4053,7.09
4054,7.09
4055,7.08
4056,7.08
4057,7.08
4058,7.09
4059,7.09
4060,7.09
4061,7.09
4062,7.09
4063,7.08
4064,7.08
4065,7.09
4066,7.09
4067,7.12
4068,7.11
4069,7.08
4070,7.08
4071,7.09
4072,7.09
4073,7.09
4074,7.09
4075,7.09
4076,7.08
4077,7.08
4078,7.08
4079,7.08
4080,7.11
4081,7.07
4082,7.07
4083,7.07
4084,7.08
4085,7.07
4086,7.07
4087,7.07
4088,7.06
4089,7.06
4090,7.06
4091,7.06
4092,7.06
4093,7.08
4094,7.07
4095,7.03
4096,7.04
4097,7.05
4098,7.05
4099,7.08
4100,7.08
4101,7.08
4102,7.07
4103,7.07
4104,7.08
4105,7.08
4106,7.07
4107,7.08
4108,7.07
4109,7.07
4110,7.06
4111,7.06
4112,7.06
4113,7.06
4114,7.06
4115,7.06
4116,7.06
4117,7.06
4118,7.05
4119,7.07
4120,7.02
4121,7.02
4122,7.02
4123,7.05
4124,7.05
4125,7.04
4126,7.04
4127,7.04
4128,7.03
4129,7.03
4130,7.03
4131,7.02
4132,6.99
4133,6.99
4134,6.99
4135,6.99
4136,6.99
4137,7.01
4138,7.02
4139,6.99
4140,7
4141,7
4142,7.01
4143,7.01
4144,7.01
